*101*,1
*201*,1
*301*,0
*FF*,1
*SPEED 1*,1
TBH,1
IN EAR LEVEL CHECK,1
5.4,1
6,1
6.2,1
6.5,1
9,1
17,1
25,1
28,1
30,1
31,1
31.25,1
31.1,1
31.5,1
33,1
33.5,1
35,1
38,1
39,1
38.5,1
47,1
47.05,1
47.15,1
47.2,1
50,1
50.6,1
51,1
54,1
56,1
85,1
85.5,1
86,1
86.5,1
87,1
90,1
A bus,1
A/B split,1
EAR ROUTING ,1
